city,competition,date,match-id,gender,match-number,match-referee,method,neutralvenue,outcome,player-of-match,reserve-umpire,season,series,team-0,team-1,toss-decision,toss-winner,tv-umpire,umpire-0,umpire-1,venue,winner,winner-runs,winner-wickets,year
Centurion,,2009/11/10,430509,male,2.0,J Srinath,,,,JP Duminy,KH Hurter,2009/10,Zimbabwe in South Africa ODI Series,South Africa,Zimbabwe,field,Zimbabwe,RE Koertzen,JD Cloete,HDPK Dharmasena,SuperSport Park,South Africa,212.0,,2009
Rajkot,,2009/12/15,430886,male,1.0,JJ Crowe,,,,V Sehwag,UV Gandhe,2009/10,Sri Lanka in India ODI Series,India,Sri Lanka,field,Sri Lanka,SS Hazare,M Erasmus,SK Tarapore,Madhavrao Scindia Cricket Ground,India,3.0,,2009
Nagpur,,2009/12/18,430887,male,2.0,JJ Crowe,,,,TM Dilshan,UV Gandhe,2009/10,Sri Lanka in India ODI Series,India,Sri Lanka,bat,India,SS Hazare,M Erasmus,SK Tarapore,Vidarbha Cricket Association Stadium,Sri Lanka,,3.0,2009
Cuttack,,2009/12/21,430888,male,3.0,AG Hurst,,,,RA Jadeja,S Das,2009/10,Sri Lanka in India ODI Series,India,Sri Lanka,bat,Sri Lanka,SK Tarapore,M Erasmus,SS Hazare,Barabati Stadium,India,,7.0,2009
Kolkata,,2009/12/24,430889,male,4.0,AG Hurst,,,,G Gambhir,S Das,2009/10,Sri Lanka in India ODI Series,India,Sri Lanka,bat,Sri Lanka,SK Tarapore,M Erasmus,SS Hazare,Eden Gardens,India,,7.0,2009
Mirpur,ICC Cricket World Cup,2011/02/19,433558,male,1.0,RS Madugalle,,,,V Sehwag,Asad Rauf,2010/11,,Bangladesh,India,field,Bangladesh,BR Doctrove,SJ Davis,HDPK Dharmasena,Shere Bangla National Stadium,India,87.0,,2011
Chennai,ICC Cricket World Cup,2011/02/20,433559,male,2.0,RS Mahanama,,True,,HK Bennett,S Asnani,2010/11,,Kenya,New Zealand,bat,Kenya,Aleem Dar,M Erasmus,RJ Tucker,MA Chidambaram Stadium,New Zealand,,10.0,2011
Hambantota,ICC Cricket World Cup,2011/02/20,433560,male,3.0,BC Broad,,,,DPMD Jayawardene,DJ Harper,2010/11,,Sri Lanka,Canada,bat,Sri Lanka,AL Hill,IJ Gould,SK Tarapore,Mahinda Rajapaksa International Cricket Stadium,Sri Lanka,210.0,,2011
Ahmedabad,ICC Cricket World Cup,2011/02/21,433561,male,4.0,RS Mahanama,,True,,SR Watson,SJA Taufel,2010/11,,Australia,Zimbabwe,bat,Australia,AM Saheba,EAR de Silva,RA Kettleborough,Sardar Patel Stadium,Australia,91.0,,2011
Nagpur,ICC Cricket World Cup,2011/02/22,433562,male,5.0,RS Madugalle,,True,,RN ten Doeschate,SJ Davis,2010/11,,England,Netherlands,bat,Netherlands,HDPK Dharmasena,Asad Rauf,BNJ Oxenford,Vidarbha Cricket Association Stadium,England,,6.0,2011
Hambantota,ICC Cricket World Cup,2011/02/23,433563,male,6.0,BC Broad,,True,,Umar Akmal,SK Tarapore,2010/11,,Kenya,Pakistan,bat,Pakistan,DJ Harper,AL Hill,NJ Llong,Mahinda Rajapaksa International Cricket Stadium,Pakistan,205.0,,2011
Delhi,ICC Cricket World Cup,2011/02/24,433564,male,7.0,JJ Crowe,,True,,AB de Villiers,RA Kettleborough,2010/11,,South Africa,West Indies,field,South Africa,EAR de Silva,AM Saheba,SJA Taufel,Feroz Shah Kotla,South Africa,,7.0,2011
Nagpur,ICC Cricket World Cup,2011/02/25,433565,male,8.0,RS Madugalle,,True,,MG Johnson,BNJ Oxenford,2010/11,Chappell-Hadlee Trophy,Australia,New Zealand,field,Australia,Asad Rauf,HDPK Dharmasena,BR Doctrove,Vidarbha Cricket Association Stadium,Australia,,7.0,2011
Mirpur,ICC Cricket World Cup,2011/02/25,433566,male,9.0,RS Mahanama,,,,Tamim Iqbal,M Erasmus,2010/11,,Bangladesh,Ireland,bat,Bangladesh,BF Bowden,Aleem Dar,RJ Tucker,Shere Bangla National Stadium,Bangladesh,27.0,,2011
Colombo,ICC Cricket World Cup,2011/02/26,433567,male,10.0,BC Broad,,,,Shahid Afridi,AL Hill,2010/11,,Sri Lanka,Pakistan,bat,Pakistan,NJ Llong,IJ Gould,DJ Harper,R Premadasa Stadium,Pakistan,11.0,,2011
Bangalore,ICC Cricket World Cup,2011/02/27,433568,male,11.0,RS Mahanama,,,tie,AJ Strauss,Aleem Dar,2010/11,,India,England,bat,India,RJ Tucker,BF Bowden,M Erasmus,M Chinnaswamy Stadium,,,,2011
Delhi,ICC Cricket World Cup,2011/02/28,433569,male,13.0,JJ Crowe,,True,,KAJ Roach,EAR de Silva,2010/11,,Netherlands,West Indies,field,Netherlands,RA Kettleborough,AM Saheba,SJA Taufel,Feroz Shah Kotla,West Indies,215.0,,2011
Nagpur,ICC Cricket World Cup,2011/02/28,433570,male,12.0,RS Madugalle,,True,,T Taibu,BR Doctrove,2010/11,,Canada,Zimbabwe,bat,Zimbabwe,SJ Davis,Asad Rauf,BNJ Oxenford,Vidarbha Cricket Association Stadium,Zimbabwe,175.0,,2011
Colombo,ICC Cricket World Cup,2011/03/01,433571,male,14.0,BC Broad,,,,SL Malinga,DJ Harper,2010/11,,Sri Lanka,Kenya,bat,Kenya,IJ Gould,AL Hill,SK Tarapore,R Premadasa Stadium,Sri Lanka,,9.0,2011
Bangalore,ICC Cricket World Cup,2011/03/02,433572,male,15.0,RS Mahanama,,True,,KJ O'Brien,RJ Tucker,2010/11,,England,Ireland,bat,England,M Erasmus,Aleem Dar,BF Bowden,M Chinnaswamy Stadium,Ireland,,3.0,2011
Chandigarh,ICC Cricket World Cup,2011/03/03,433573,male,16.0,JJ Crowe,,True,,AB de Villiers,AM Saheba,2010/11,,Netherlands,South Africa,field,Netherlands,SJA Taufel,EAR de Silva,RA Kettleborough,Punjab Cricket Association Stadium,South Africa,231.0,,2011
Colombo,ICC Cricket World Cup,2011/03/03,433574,male,17.0,BC Broad,,True,,Shahid Afridi,IJ Gould,2010/11,,Canada,Pakistan,bat,Pakistan,AL Hill,DJ Harper,NJ Llong,R Premadasa Stadium,Pakistan,46.0,,2011
Ahmedabad,ICC Cricket World Cup,2011/03/04,433575,male,18.0,RS Mahanama,,True,,MJ Guptill,BF Bowden,2010/11,,New Zealand,Zimbabwe,bat,Zimbabwe,RJ Tucker,Aleem Dar,M Erasmus,Sardar Patel Stadium,New Zealand,,10.0,2011
Mirpur,ICC Cricket World Cup,2011/03/04,433576,male,19.0,RS Madugalle,,,,KAJ Roach,BNJ Oxenford,2010/11,,Bangladesh,West Indies,bat,Bangladesh,Asad Rauf,SJ Davis,HDPK Dharmasena,Shere Bangla National Stadium,West Indies,,9.0,2011
Bangalore,ICC Cricket World Cup,2011/03/06,433578,male,22.0,RS Mahanama,,,,Yuvraj Singh,Aleem Dar,2010/11,,India,Ireland,field,India,M Erasmus,BF Bowden,RJ Tucker,M Chinnaswamy Stadium,India,,5.0,2011
Chennai,ICC Cricket World Cup,2011/03/06,433579,male,21.0,JJ Crowe,,True,,RS Bopara,RA Kettleborough,2010/11,,England,South Africa,bat,England,EAR de Silva,AM Saheba,SJA Taufel,MA Chidambaram Stadium,England,6.0,,2011
Delhi,ICC Cricket World Cup,2011/03/07,433580,male,23.0,RS Madugalle,,True,,H Osinde,SJ Davis,2010/11,,Canada,Kenya,bat,Kenya,BNJ Oxenford,Asad Rauf,BR Doctrove,Feroz Shah Kotla,Canada,,5.0,2011
,ICC Cricket World Cup,2011/03/08,433581,male,24.0,BC Broad,,True,,LRPL Taylor,SK Tarapore,2010/11,,New Zealand,Pakistan,bat,New Zealand,IJ Gould,DJ Harper,NJ Llong,Pallekele International Cricket Stadium,New Zealand,110.0,,2011
Delhi,ICC Cricket World Cup,2011/03/09,433582,male,25.0,RS Madugalle,,,,Yuvraj Singh,HDPK Dharmasena,2010/11,,India,Netherlands,bat,Netherlands,BR Doctrove,SJ Davis,BNJ Oxenford,Feroz Shah Kotla,India,,5.0,2011
,ICC Cricket World Cup,2011/03/10,433583,male,26.0,BC Broad,,,,TM Dilshan,REJ Martinesz,2010/11,,Sri Lanka,Zimbabwe,field,Zimbabwe,AL Hill,M Erasmus,NJ Llong,Pallekele International Cricket Stadium,Sri Lanka,139.0,,2011
Chandigarh,ICC Cricket World Cup,2011/03/11,433584,male,27.0,RS Mahanama,,True,,KA Pollard,SJ Davis,2010/11,,Ireland,West Indies,field,Ireland,BNJ Oxenford,EAR de Silva,SK Tarapore,Punjab Cricket Association Stadium,West Indies,44.0,,2011
Chittagong,ICC Cricket World Cup,2011/03/11,433585,male,28.0,JJ Crowe,,,,Imrul Kayes,Enamul Haque,2010/11,,Bangladesh,England,field,Bangladesh,Aleem Dar,DJ Harper,RJ Tucker,Zahur Ahmed Chowdhury Stadium,Bangladesh,,2.0,2011
Nagpur,ICC Cricket World Cup,2011/03/12,433586,male,29.0,RS Madugalle,,,,DW Steyn,HDPK Dharmasena,2010/11,,India,South Africa,bat,India,BR Doctrove,IJ Gould,SJA Taufel,Vidarbha Cricket Association Stadium,South Africa,,3.0,2011
Mumbai,ICC Cricket World Cup,2011/03/13,433587,male,30.0,RS Mahanama,,True,,BB McCullum,EAR de Silva,2010/11,,Canada,New Zealand,field,Canada,SJ Davis,BNJ Oxenford,SK Tarapore,Wankhede Stadium,New Zealand,97.0,,2011
Bangalore,ICC Cricket World Cup,2011/03/13,433588,male,31.0,AJ Pycroft,,True,,CO Obuya,AM Saheba,2010/11,,Australia,Kenya,bat,Australia,BF Bowden,Asad Rauf,RA Kettleborough,M Chinnaswamy Stadium,Australia,60.0,,2011
,ICC Cricket World Cup,2011/03/14,433589,male,33.0,BC Broad,D/L,True,,Umar Gul,REJ Martinesz,2010/11,,Pakistan,Zimbabwe,bat,Zimbabwe,M Erasmus,AL Hill,NJ Llong,Pallekele International Cricket Stadium,Pakistan,,7.0,2011
Chittagong,ICC Cricket World Cup,2011/03/14,433590,male,32.0,JJ Crowe,,,,Imrul Kayes,Enamul Haque,2010/11,,Bangladesh,Netherlands,bat,Netherlands,DJ Harper,Aleem Dar,RJ Tucker,Zahur Ahmed Chowdhury Stadium,Bangladesh,,6.0,2011
Kolkata,ICC Cricket World Cup,2011/03/15,433591,male,34.0,RS Madugalle,,True,,JP Duminy,IJ Gould,2010/11,,Ireland,South Africa,field,Ireland,SJA Taufel,HDPK Dharmasena,BR Doctrove,Eden Gardens,South Africa,131.0,,2011
Bangalore,ICC Cricket World Cup,2011/03/16,433592,male,35.0,AJ Pycroft,,True,,SR Watson,Asad Rauf,2010/11,,Australia,Canada,bat,Canada,RA Kettleborough,BF Bowden,AM Saheba,M Chinnaswamy Stadium,Australia,,7.0,2011
Chennai,ICC Cricket World Cup,2011/03/17,433593,male,36.0,RS Mahanama,,True,,JC Tredwell,SK Tarapore,2010/11,,England,West Indies,bat,England,SJA Taufel,SJ Davis,BNJ Oxenford,MA Chidambaram Stadium,England,18.0,,2011
Mumbai,ICC Cricket World Cup,2011/03/18,433594,male,38.0,AJ Pycroft,,True,,KC Sangakkara,BF Bowden,2010/11,,New Zealand,Sri Lanka,bat,Sri Lanka,AM Saheba,Asad Rauf,RA Kettleborough,Wankhede Stadium,Sri Lanka,112.0,,2011
Kolkata,ICC Cricket World Cup,2011/03/18,433595,male,37.0,RS Madugalle,,True,,PR Stirling,EAR de Silva,2010/11,,Ireland,Netherlands,field,Ireland,HDPK Dharmasena,BR Doctrove,IJ Gould,Eden Gardens,Ireland,,6.0,2011
Colombo,ICC Cricket World Cup,2011/03/19,433596,male,40.0,BC Broad,,True,,Umar Akmal,TH Wijewardene,2010/11,,Australia,Pakistan,bat,Australia,NJ Llong,M Erasmus,AL Hill,R Premadasa Stadium,Pakistan,,4.0,2011
Mirpur,ICC Cricket World Cup,2011/03/19,433597,male,39.0,JJ Crowe,,,,LL Tsotsobe,Enamul Haque,2010/11,,Bangladesh,South Africa,bat,South Africa,RJ Tucker,Aleem Dar,DJ Harper,Shere Bangla National Stadium,South Africa,206.0,,2011
Kolkata,ICC Cricket World Cup,2011/03/20,433598,male,41.0,RS Madugalle,,True,,CR Ervine,BR Doctrove,2010/11,,Kenya,Zimbabwe,bat,Zimbabwe,IJ Gould,EAR de Silva,HDPK Dharmasena,Eden Gardens,Zimbabwe,161.0,,2011
Chennai,ICC Cricket World Cup,2011/03/20,433599,male,42.0,RS Mahanama,,,,Yuvraj Singh,SK Tarapore,2010/11,,India,West Indies,bat,India,BNJ Oxenford,SJ Davis,SJA Taufel,MA Chidambaram Stadium,India,80.0,,2011
Mirpur,ICC Cricket World Cup,2011/03/23,433600,male,,BC Broad,,True,,Mohammad Hafeez,BNJ Oxenford,2010/11,,Pakistan,West Indies,bat,West Indies,DJ Harper,BF Bowden,SJ Davis,Shere Bangla National Stadium,Pakistan,,10.0,2011
Ahmedabad,ICC Cricket World Cup,2011/03/24,433601,male,,RS Madugalle,,,,Yuvraj Singh,Asad Rauf,2010/11,,India,Australia,bat,Australia,RA Kettleborough,M Erasmus,IJ Gould,Sardar Patel Stadium,India,,5.0,2011
Mirpur,ICC Cricket World Cup,2011/03/25,433602,male,,RS Mahanama,,True,,JDP Oram,NJ Llong,2010/11,,New Zealand,South Africa,bat,New Zealand,HDPK Dharmasena,Aleem Dar,RJ Tucker,Shere Bangla National Stadium,New Zealand,49.0,,2011
Colombo,ICC Cricket World Cup,2011/03/26,433603,male,,JJ Crowe,,,,TM Dilshan,SK Tarapore,2010/11,,Sri Lanka,England,bat,England,AL Hill,BR Doctrove,SJA Taufel,R Premadasa Stadium,Sri Lanka,,10.0,2011
Colombo,ICC Cricket World Cup,2011/03/29,433604,male,,BC Broad,,,,KC Sangakkara,BR Doctrove,2010/11,,Sri Lanka,New Zealand,bat,New Zealand,M Erasmus,Aleem Dar,SJ Davis,R Premadasa Stadium,Sri Lanka,,5.0,2011
Chandigarh,ICC Cricket World Cup,2011/03/30,433605,male,,RS Madugalle,,,,SR Tendulkar,RJ Tucker,2010/11,,India,Pakistan,bat,India,BF Bowden,IJ Gould,SJA Taufel,Punjab Cricket Association Stadium,India,29.0,,2011
Mumbai,ICC Cricket World Cup,2011/04/02,433606,male,,JJ Crowe,,,,MS Dhoni,SJ Davis,2010/11,,India,Sri Lanka,bat,Sri Lanka,IJ Gould,Aleem Dar,SJA Taufel,Wankhede Stadium,India,,6.0,2011
Mirpur,Tri-Nation Tournament in Bangladesh,2010/01/04,434258,male,1.0,AJ Pycroft,,,,TM Dilshan,Anisur Rahman,2009/10,,Bangladesh,Sri Lanka,field,Sri Lanka,Nadir Shah,Enamul Haque,IJ Gould,Shere Bangla National Stadium,Sri Lanka,,7.0,2010
Mirpur,Tri-Nation Tournament in Bangladesh,2010/01/07,434260,male,3.0,AJ Pycroft,,,,MS Dhoni,Mahfuzur Rahman,2009/10,,Bangladesh,India,bat,Bangladesh,Sharfuddoula,Enamul Haque,IJ Gould,Shere Bangla National Stadium,India,,6.0,2010
Mirpur,Tri-Nation Tournament in Bangladesh,2010/01/08,434261,male,4.0,AJ Pycroft,,,,WU Tharanga,AFM Akhtaruddin,2009/10,,Bangladesh,Sri Lanka,field,Sri Lanka,Enamul Haque,Sharfuddoula,SJA Taufel,Shere Bangla National Stadium,Sri Lanka,,9.0,2010
Mirpur,Tri-Nation Tournament in Bangladesh,2010/01/10,434262,male,5.0,AJ Pycroft,,True,,Z Khan,Tanvir Ahmed,2009/10,,India,Sri Lanka,bat,Sri Lanka,Sharfuddoula,Enamul Haque,IJ Gould,Shere Bangla National Stadium,India,,8.0,2010
Mirpur,Tri-Nation Tournament in Bangladesh,2010/01/11,434263,male,6.0,AJ Pycroft,,,,V Kohli,,2009/10,,Bangladesh,India,field,India,Enamul Haque,Sharfuddoula,SJA Taufel,Shere Bangla National Stadium,India,,6.0,2010
Mirpur,Tri-Nation Tournament in Bangladesh,2010/01/13,434264,male,,AJ Pycroft,,True,,KMDN Kulasekara,AFM Akhtaruddin,2009/10,,India,Sri Lanka,field,Sri Lanka,,Enamul Haque,IJ Gould,Shere Bangla National Stadium,Sri Lanka,,4.0,2010
Guyana,,2010/03/04,439140,male,1.0,RS Mahanama,,,,V Sibanda,D Somwaru,2009/10,Zimbabwe in West Indies ODI Series,West Indies,Zimbabwe,bat,Zimbabwe,NA Malcolm,CR Duncan,SJA Taufel,Providence Stadium,Zimbabwe,2.0,,2010
Guyana,,2010/03/06,439141,male,2.0,RS Mahanama,,,,N Deonarine,D Somwaru,2009/10,Zimbabwe in West Indies ODI Series,West Indies,Zimbabwe,bat,Zimbabwe,NA Malcolm,CR Duncan,SJA Taufel,Providence Stadium,West Indies,,4.0,2010
St Vincent,,2010/03/10,439142,male,3.0,RS Mahanama,,,,DJG Sammy,GE Greaves,2009/10,Zimbabwe in West Indies ODI Series,West Indies,Zimbabwe,field,Zimbabwe,CE Mack,NA Malcolm,SJA Taufel,Arnos Vale Ground,West Indies,141.0,,2010
St Vincent,,2010/03/12,439143,male,4.0,RS Mahanama,,,,DJ Bravo,CE Mack,2009/10,Zimbabwe in West Indies ODI Series,West Indies,Zimbabwe,field,West Indies,GE Greaves,NA Malcolm,SJA Taufel,Arnos Vale Ground,West Indies,,4.0,2010
St Vincent,,2010/03/14,439144,male,5.0,RS Mahanama,,,,CH Gayle,GE Greaves,2009/10,Zimbabwe in West Indies ODI Series,West Indies,Zimbabwe,field,West Indies,CE Mack,NA Malcolm,SJA Taufel,Arnos Vale Ground,West Indies,,4.0,2010
Antigua,,2010/05/22,439147,male,1.0,RS Mahanama,D/L,,,HM Amla,CE Mack,2010,South Africa in West Indies ODI Series,West Indies,South Africa,field,West Indies,CR Duncan,DJ Harper,NA Malcolm,Sir Vivian Richards Stadium,South Africa,66.0,,2010
Antigua,,2010/05/24,439148,male,2.0,RS Mahanama,,,,HM Amla,NA Malcolm,2010,South Africa in West Indies ODI Series,West Indies,South Africa,bat,South Africa,CE Mack,CR Duncan,DJ Harper,Sir Vivian Richards Stadium,South Africa,17.0,,2010
Dominica,,2010/05/28,439149,male,3.0,RS Mahanama,,,,AB de Villiers,NA Malcolm,2010,South Africa in West Indies ODI Series,West Indies,South Africa,bat,South Africa,CR Duncan,BR Doctrove,DJ Harper,Windsor Park,South Africa,67.0,,2010
Dominica,,2010/05/30,439150,male,4.0,RS Mahanama,,,,HM Amla,CR Duncan,2010,South Africa in West Indies ODI Series,West Indies,South Africa,bat,West Indies,NA Malcolm,BR Doctrove,DJ Harper,Windsor Park,South Africa,,7.0,2010
Trinidad,,2010/06/03,439151,male,5.0,RS Mahanama,,,,JH Kallis,CE Mack,2010,South Africa in West Indies ODI Series,West Indies,South Africa,bat,West Indies,GE Greaves,DJ Harper,NA Malcolm,Queen's Park Oval,South Africa,,1.0,2010
Jaipur,,2010/02/21,441827,male,1.0,AJ Pycroft,,,,RA Jadeja,RM Deshpande,2009/10,South Africa in India ODI Series,India,South Africa,field,South Africa,SS Hazare,AM Saheba,SK Tarapore,Sawai Mansingh Stadium,India,1.0,,2010
Gwalior,,2010/02/24,441828,male,2.0,AJ Pycroft,,,,SR Tendulkar,RM Deshpande,2009/10,South Africa in India ODI Series,India,South Africa,bat,India,SS Hazare,IJ Gould,SK Tarapore,Captain Roop Singh Stadium,India,153.0,,2010
Ahmedabad,,2010/02/27,441829,male,3.0,AJ Pycroft,,,,AB de Villiers,RM Deshpande,2009/10,South Africa in India ODI Series,India,South Africa,bat,South Africa,SK Tarapore,IJ Gould,SS Hazare,Sardar Patel Stadium,South Africa,90.0,,2010
,,2010/11/03,446957,male,1.0,BC Broad,,,,AD Mathews,RL Parry,2010/11,Sri Lanka in Australia ODI Series,Australia,Sri Lanka,bat,Australia,BNJ Oxenford,M Erasmus,PR Reiffel,Melbourne Cricket Ground,Sri Lanka,,1.0,2010
,,2010/11/05,446958,male,2.0,BC Broad,D/L,,,WU Tharanga,,2010/11,Sri Lanka in Australia ODI Series,Australia,Sri Lanka,bat,Sri Lanka,PR Reiffel,M Erasmus,BNJ Oxenford,Sydney Cricket Ground,Sri Lanka,29.0,,2010
Brisbane,,2010/11/07,446959,male,3.0,BC Broad,,,,CJ McKay,AJ Barrow,2010/11,Sri Lanka in Australia ODI Series,Australia,Sri Lanka,bat,Sri Lanka,BNJ Oxenford,M Erasmus,PR Reiffel,Brisbane Cricket Ground,Australia,,8.0,2010
,,2011/01/16,446962,male,1.0,RS Madugalle,,,,SR Watson,PR Reiffel,2010/11,England in Australia ODI Series,Australia,England,bat,England,AL Hill,BF Bowden,BNJ Oxenford,Melbourne Cricket Ground,Australia,,6.0,2011
Hobart,,2011/01/21,446963,male,2.0,J Srinath,,,,SE Marsh,SD Fry,2010/11,England in Australia ODI Series,Australia,England,field,England,BF Bowden,AL Hill,PR Reiffel,Bellerive Oval,Australia,46.0,,2011
,,2011/01/23,446964,male,3.0,J Srinath,,,,B Lee,SD Fry,2010/11,England in Australia ODI Series,Australia,England,bat,England,AL Hill,GAV Baxter,PR Reiffel,Sydney Cricket Ground,Australia,,4.0,2011
,,2011/01/26,446965,male,4.0,J Srinath,,,,IJL Trott,PR Reiffel,2010/11,England in Australia ODI Series,Australia,England,bat,England,GAV Baxter,M Erasmus,SD Fry,Adelaide Oval,England,21.0,,2011
Brisbane,,2011/01/30,446966,male,5.0,J Srinath,,,,CR Woakes,PR Reiffel,2010/11,England in Australia ODI Series,Australia,England,bat,Australia,M Erasmus,Asad Rauf,RJ Tucker,Brisbane Cricket Ground,Australia,51.0,,2011
,,2011/02/02,446967,male,6.0,J Srinath,,,,IJL Trott,SD Fry,2010/11,England in Australia ODI Series,Australia,England,bat,England,Asad Rauf,M Erasmus,DJ Harper,Sydney Cricket Ground,Australia,,2.0,2011
Perth,,2011/02/06,446968,male,7.0,J Srinath,,,,AC Voges,SD Fry,2010/11,England in Australia ODI Series,Australia,England,bat,Australia,M Erasmus,Asad Rauf,PR Reiffel,Western Australia Cricket Association Ground,Australia,57.0,,2011
Belfast,,2010/07/16,450107,male,2.0,J Srinath,D/L,,,Shafiul Islam,DW Ward,2010,Bangladesh in Ireland ODI Series,Ireland,Bangladesh,bat,Ireland,,HDPK Dharmasena,NA Malcolm,Civil Service Cricket Club,Bangladesh,,6.0,2010
Amstelveen,ICC World Cricket League Division One,2010/07/07,450379,male,10.0,DT Jukes,,True,,KJ O'Brien,B Hartong,2010,,Canada,Ireland,bat,Canada,,NA Malcolm,IN Ramage,VRA Ground,Ireland,,5.0,2010
Ayr,,2010/08/16,450498,male,1.0,BC Broad,,,,,RM Wylie,2010,Afghanistan in Scotland ODI Series,Scotland,Afghanistan,bat,Scotland,,EAR de Silva,IN Ramage,Cambusdoon New Ground,Afghanistan,,9.0,2010
Ayr,,2010/08/17,450501,male,2.0,BC Broad,,,,,RM Wylie,2010,Afghanistan in Scotland ODI Series,Scotland,Afghanistan,bat,Afghanistan,,EAR de Silva,IN Ramage,Cambusdoon New Ground,Scotland,,6.0,2010
Bulawayo,Zimbabwe Triangular Series,2010/05/28,452146,male,1.0,JJ Crowe,,,,BRM Taylor,C Phiri,2010,,Zimbabwe,India,bat,India,O Chirombe,BG Jerling,RB Tiffin,Queens Sports Club,Zimbabwe,,6.0,2010
Bulawayo,Zimbabwe Triangular Series,2010/05/30,452147,male,2.0,JJ Crowe,,True,,RG Sharma,C Phiri,2010,,India,Sri Lanka,field,India,O Chirombe,BG Jerling,RB Tiffin,Queens Sports Club,India,,7.0,2010
Bulawayo,Zimbabwe Triangular Series,2010/06/01,452148,male,3.0,JJ Crowe,,,,S Randiv,LA Ngwenya,2010,,Zimbabwe,Sri Lanka,field,Sri Lanka,RB Tiffin,O Chirombe,RE Koertzen,Queens Sports Club,Sri Lanka,,9.0,2010
,Zimbabwe Triangular Series,2010/06/03,452149,male,4.0,JJ Crowe,,,,BRM Taylor,L Rusere,2010,,Zimbabwe,India,field,Zimbabwe,RB Tiffin,O Chirombe,RE Koertzen,Harare Sports Club,Zimbabwe,,7.0,2010
,Zimbabwe Triangular Series,2010/06/05,452150,male,5.0,JJ Crowe,,True,,LD Chandimal,TJ Tapfumaneyi,2010,,India,Sri Lanka,field,Sri Lanka,,RE Koertzen,RB Tiffin,Harare Sports Club,Sri Lanka,,6.0,2010
,Zimbabwe Triangular Series,2010/06/07,452151,male,6.0,JJ Crowe,,,,BRM Taylor,,2010,,Zimbabwe,Sri Lanka,field,Zimbabwe,O Chirombe,RE Koertzen,RB Tiffin,Harare Sports Club,Zimbabwe,,8.0,2010
,Zimbabwe Triangular Series,2010/06/09,452152,male,,JJ Crowe,,,,TM Dilshan,TJ Matibiri,2010,,Zimbabwe,Sri Lanka,field,Sri Lanka,O Chirombe,RE Koertzen,RB Tiffin,Harare Sports Club,Sri Lanka,,9.0,2010
,Asia Cup,2010/06/15,455231,male,1.0,AJ Pycroft,,,,Shahid Afridi,RMPJ Rambukwella,2010,,Sri Lanka,Pakistan,bat,Sri Lanka,SS Hazare,BF Bowden,BR Doctrove,Rangiri Dambulla International Stadium,Sri Lanka,16.0,,2010
,Asia Cup,2010/06/16,455232,male,2.0,AJ Pycroft,,True,,G Gambhir,SH Sarathkumara,2010,,Bangladesh,India,bat,Bangladesh,REJ Martinesz,BR Doctrove,BNJ Oxenford,Rangiri Dambulla International Stadium,India,,6.0,2010
,Asia Cup,2010/06/18,455233,male,3.0,AJ Pycroft,,,,TM Dilshan,RD Kottahachchi,2010,,Sri Lanka,Bangladesh,bat,Sri Lanka,Ahsan Raza,BF Bowden,BNJ Oxenford,Rangiri Dambulla International Stadium,Sri Lanka,126.0,,2010
,Asia Cup,2010/06/19,455234,male,4.0,AJ Pycroft,,True,,G Gambhir,RMPJ Rambukwella,2010,,India,Pakistan,bat,Pakistan,Sharfuddoula,BF Bowden,BR Doctrove,Rangiri Dambulla International Stadium,India,,3.0,2010
,Asia Cup,2010/06/21,455235,male,5.0,AJ Pycroft,,True,,Shahid Afridi,LE Hannibal,2010,,Bangladesh,Pakistan,bat,Pakistan,REJ Martinesz,BR Doctrove,BNJ Oxenford,Rangiri Dambulla International Stadium,Pakistan,139.0,,2010
,Asia Cup,2010/06/22,455236,male,6.0,AJ Pycroft,,,,MF Maharoof,PG Liyanage,2010,,Sri Lanka,India,field,Sri Lanka,Sharfuddoula,BF Bowden,BNJ Oxenford,Rangiri Dambulla International Stadium,Sri Lanka,,7.0,2010
,Asia Cup,2010/06/24,455237,male,,AJ Pycroft,,,,KD Karthik,SH Sarathkumara,2010,,Sri Lanka,India,bat,India,Ahsan Raza,BF Bowden,BR Doctrove,Rangiri Dambulla International Stadium,India,81.0,,2010
,Sri Lanka Triangular Series,2010/08/10,456662,male,1.0,AG Hurst,,True,,LRPL Taylor,SH Sarathkumara,2010,,India,New Zealand,bat,New Zealand,HDPK Dharmasena,REJ Martinesz,SJA Taufel,Rangiri Dambulla International Stadium,New Zealand,200.0,,2010
,Sri Lanka Triangular Series,2010/08/16,456663,male,3.0,AG Hurst,,,,V Sehwag,RD Kottahachchi,2010,,Sri Lanka,India,bat,Sri Lanka,TH Wijewardene,Asad Rauf,REJ Martinesz,Rangiri Dambulla International Stadium,India,,6.0,2010
,Sri Lanka Triangular Series,2010/08/13,456664,male,2.0,AG Hurst,,,,WU Tharanga,RMPJ Rambukwella,2010,,Sri Lanka,New Zealand,bat,New Zealand,TH Wijewardene,HDPK Dharmasena,SJA Taufel,Rangiri Dambulla International Stadium,Sri Lanka,,3.0,2010
,Sri Lanka Triangular Series,2010/08/25,456665,male,6.0,AG Hurst,,True,,V Sehwag,PG Liyanage,2010,,India,New Zealand,bat,India,HDPK Dharmasena,Asad Rauf,EAR de Silva,Rangiri Dambulla International Stadium,India,105.0,,2010
